comment,language,sentiment
the chain is too short affecting shifting performance,English,negative
the gear shift indicator doesnt work properly,English,negative
the bike bell rusted after just a few weeks,English,negative
the front light battery doesnt last long enough for night rides,English,negative
the pedals feel unbalanced and affect my riding position,English,negative
the bike lock is too bulky and hard to carry around,English,negative
the frame welds are messy and look unprofessional,English,negative
the brake levers are too far from the handlebars for comfortable braking,English,negative
the bike fenders keep rattling during rides very annoying,English,negative
the saddle rails bent after just a few months of use,English,negative
the handlebar stem is too short making for an uncomfortable ride position,English,negative
the gear shifter feels sticky and doesnt click into place properly,English,negative
the front fork seals are leaking oil already,English,negative
the water bottle holder is mounted too low on the frame,English,negative
the rear shock is too soft and bottoms out on small bumps,English,negative
the tire bead doesnt seat properly on the rim causing a wobble,English,negative
the kickstand keeps folding up even when the bike is stationary,English,negative
the handlebar tape gets slippery when wet dangerous during rain,English,negative
the chain keeps slipping off the cassette under hard pedaling,English,negative
the brake rotors rub against the pads constantly,English,negative
the crank arms feel loose and wobbly,English,negative
the chainring teeth wear out too quickly,English,negative
the helmet padding is too thin and uncomfortable,English,negative
the rear hub makes a strange grinding noise,English,negative
the bike frame paint chips easily with minimal contact,English,negative
the bottom bracket creaks under heavy pedaling,English,negative
the bike basket doesnt hold anything securely,English,negative
the fenders rub against the tires and slow me down,English,negative
the derailleur pulley wheels dont spin freely,English,negative
the brake lever reach is too long for small hands,English,negative
the frame geometry is awkward and doesnt handle well,English,negative
the bike rack straps are too loose and dont hold anything tight,English,negative
the chain is noisy and requires constant lubrication,English,negative
the bike computer doesnt track my speed accurately,English,negative
the brake pads squeak loudly every time i stop,English,negative
the gear cables rub against the frame and cause damage,English,negative
the helmet is poorly ventilated and gets too hot,English,negative
the handlebar stem bolts stripped out after a few rides,English,negative
the tire pressure gauge is inaccurate and hard to read,English,negative
the seat post clamp is too weak and keeps slipping,English,negative
the crank arms are too long for my leg length,English,negative
the chainring bolts are poorly made and stripped easily,English,negative
the rear light is not bright enough to be seen at night,English,negative
the brake hoses are too long and get in the way,English,negative
the frame decals started peeling off within days,English,negative
the chainring is out of alignment and causes chain drops,English,negative
the handlebar grips are too thin and uncomfortable for long rides,English,negative
the derailleur spring is too weak and causes poor shifting,English,negative
the brake levers feel flimsy and cheap,English,negative
the bike tires dont provide enough grip on wet surfaces,English,negative
the front suspension fork has too much play,English,negative
the bike light is too dim for night riding,English,negative
the frame feels unbalanced and hard to maneuver,English,negative
the chain keeps getting stuck between the gears,English,negative
the rear fender doesnt cover the tire properly,English,negative
the bottom bracket bearings wore out too quickly,English,negative
the brake cables are too stiff and hard to operate,English,negative
the helmet strap is uncomfortable and cuts into my neck,English,negative
the bike chain broke after a week sayang ang pera,Filipino,negative
ang mahal ng pedals pero squeaky agad after a few days,Filipino,negative
the brake pads dont last mabilis mag wear out,Filipino,negative
this bike seat is super uncomfortable lalo na sa long rides,Filipino,negative
yung handlebar grips nagcrack after just a few rides,Filipino,negative
these tires are cheap madali lang magkaflat,Filipino,negative
the water bottle holder keeps slipping di secure yung bote,Filipino,negative
suspension is too stiff sobrang bumpy ng ride,Filipino,negative
ang bilis masira ng ilaw hindi tatagal for night rides,Filipino,negative
the gear shifter is hard to use sobrang frustrating,Filipino,negative
chipped agad yung paint ng frame ang pangit tingnan,Filipino,negative
the saddlebag ripped ang dali lang nasira,Filipino,negative
yung helmet strap laging nagfafall off sobrang hassle,Filipino,negative
the pump doesnt work properly di makapag inflate ng maayos,Filipino,negative
unstable yung kickstand laging natutumba yung bike,Filipino,negative
flat lagi ang tires sobrang hassle,Filipino,negative
yung rear rack madali magbend parang weak yung material,Filipino,negative
yung bell ang hina ng tunog di marinig ng ibang tao,Filipino,negative
